Code;Libellé;3LETTRES;Nouvelle Référence GLE;Serialisation;GAMME;CATEGORIE;COLLECTION;NATURE;FAMILLE;Stock;Emplacement stock;Valeur unitaire;Total;Fabricant;Ref. fabricant;Fournisseur;Réf fournisseur;Dépréciation;Code barre;Unité;Poids net;Poids brut;Prix;Prix ttc;Code tva;Taux tva;Catégorie;Sous catégorie;Garantie;Nombre de colis
NETWORK-MS;Network Card-MS CARTE SNMP/WEB;EAT-;EAT-NETWORK-MS;NUFARTSTKSTD;MATERIEL;RESEAU;EATON;ACCESSOIRES;;1;D4;150,35;150,35;;;;;;743172038111;;;;376,22;451,464;1;20;;;;
US-8-150W;UBIQUITI UNIFI SWITCH 8 150W (US-8-150W) Switch Gigabit 8 ports 10/100/1000 Mbps PoE+ et 2 ports SFP;UBI-;UBI-US-8-150W;NUFARTSTKSERIE;MATERIEL;RESEAU;UBIQUITI;SWITCH;;1;D2;130;130;;;;;;810354024467;;;;191,63;229,956;1;20;;;;
SCHNSYSFP300;ENS. FIX POTEAU -PLM43;SCH-;SCH-SCHNSYSFP300;NUFARTSTKSTD;MATERIEL;RESEAU;SCHNEIDER;ACCESSOIRES;;1;C4;114,204;114,2;;;;;;3606480192500;;;;159;190,8;1;20;;;;
SCHNSYPLM43G;COF.IP66POL430X330X200PL.;SCH-;SCH-SCHNSYPLM43G;NUFARTSTKSTD;MATERIEL;RESEAU;SCHNEIDER;ACCESSOIRES;;1;D5;108,437;108,44;;;;;;3606480776519;;;;159;190,8;1;20;;;;
407-BBOS;"Dell Module transmetteur SFP (mini-GBIC) GigE 1000Base-T pour EMC Networking N3132; EMC PowerEdge R440, R540, R740, R940, T440, T640; Networking S6010";DEL-;DEL-407-BBOS;NUFARTSTKSTD;MATERIEL;RESEAU;DELL;ACCESSOIRES;;1;;82,69;82,69;;;;;;;;;;95;114;1;20;;;;
TL-SG1016DE;TP-LINK 16-Port Gigabit Easy Smart Switch;TPL-;TPL-TL-SG1016DE;NUFARTSTKSERIE;MATERIEL;RESEAU;TP LINK;SWITCH;;1;;72,09;72,09;;;;;;;;;;99;118,8;1;20;;;;
ZY-VMG1312-B10A;Modem routeur VDSL2& ADSL2 Wifi N;ZYX-;ZYX-ZY-VMG1312-B10A;NUFARTSTKSERIE;MATERIEL;RESEAU;ZYXEL;ROUTEUR;;1;D3;68,31;68,31;;;;;;4718937566341;;;;98,6;118,32;1;20;;;;
UB-POE24-24G;Injecteur PoE passif Ubiquiti 24V 24W Giga;UBI-;UBI-UB-POE24-24G;NUFARTSTKSTD;MATERIEL;RESEAU;UBIQUITI;ACCESSOIRES;;3;D1;16;48;;;;;;810354023538;;;;22,9;27,48;1;20;;;;
EX6130-100FRS;Répéteur Universel Wifi AC1200 Dual Band EX6130;NET-;NET-EX6130-100FRS;NUFARTSTKSTD;MATERIEL;RESEAU;NETGEAR;ACCESSOIRES;;1;D3;47,86;47,86;;;;;;606449114331;;;;79;94,8;1;20;;;;
POE-48-24W;UBIQUITI POE-48-24W Injecteur PoE 48VDC 24W;UBI-;UBI-POE-48-24W;NUFARTSTKSTD;MATERIEL;RESEAU;UBIQUITI;ACCESSOIRES;;5;;9,28;46,4;;;;;;;;;;12,46;14,952;1;20;;;;
LGS108-EU;Switch Gigabit 8 ports Linksys LGS108;LIN-;LIN-LGS108-EU;NUFARTSTKSERIE;MATERIEL;RESEAU;LINKSYS;SWITCH;;2;;21,86;43,72;;;TECH DATA;2927790;;;;;;28,29;33,948;1;20;Réseaux;;;
LGS116-EU;Switch Gigabit 16 ports LINKSYS LGS116;LIN-;LIN-LGS116-EU;NUFARTSTKSERIE;MATERIEL;RESEAU;LINKSYS;SWITCH;;1;;43;43;;;;;;;;;;58,29;69,948;1;20;;;;
POE-24-12W-G;UBIQUITI POE-24-12W-G Injecteur PoE 24 V 12W avec port LAN Gigabit;UBI-;UBI-POE-24-12W-G;NUFARTSTKSTD;MATERIEL;RESEAU;UBIQUITI;ACCESSOIRES;;3;D2;9,485;28,46;;;;;;810354023002;;;;15,59;18,708;1;20;;;;
2051027;Plastron 45x45 HD15 F / M + Jack 3.5 stéréo F / M - AWG28 - 5 m;GEN-;GEN-2051027;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;L3;18,03;18,03;;;NEKLAN;;;3662247122043;;;;25,66;30,792;1;20;Câbles Audio / Vidéo ;;;
2050572;Plastron 45x45 HD15 F vers câble HD15 M - AWG28 - 5 m;GEN-;GEN-2050572;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;L5;17,68;17,68;;;;;;3662247121688;;;;23,45;28,14;1;20;;;;
LC001;Sweex LAN PC Card 10/100 Mbps - Adaptateur réseau - PCI - 10/100 Ethernet;SWE-;SWE-LC001;NUFARTSTKSTD;MATERIEL;RESEAU;SWEEX;ACCESSOIRES;;2;AMAZON;3,67;7,34;;;TECH DATA;LC001;;;;;;6,95;8,34;1;20;;;;
2061418;Plastron 45x45 Audio Jack 3,5mm F/F - AWG28 - 0,20m;GEN-;GEN-2061418;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;A3;4,06;4,06;;;;;;3662247180937;;;;9;10,8;1;20;;;;
SPA112;Cisco Small Business SPA112 - Adaptateur de téléphone VoIP;CIS-;CIS-SPA112;NUFARTSTKSTD;MATERIEL;RESEAU;CISCO;ACCESSOIRES;;1;L2;;0;;;;;;882658434167;;;;45,833;55;1;20;;;;
S07XXX00/M;Jarretière fibre optique 12 ports;GEN-;GEN-S07XXX00/M;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;L2;;0;;;;S07XXX00/M;;S07XXX00-;;;;200;240;1;20;;;;
RKS1314;Synology RKS1314 - Kit de rails pour rack;SYN-;SYN-RKS1314;NUFARTSTKSTD;MATERIEL;RESEAU;SYNOLOGY;ACCESSOIRES;;1;L2;;0;;;TECH DATA;2837028;;RKS1314;;;;60;72;1;20;;;;
NGC2001/2;PANNEAU NU 1U 19 24 RJ45 BLINDE;NGC-;NGC-NGC2001/2;NUFARTSTKSTD;MATERIEL;RESEAU;NGC;ACCESSOIRES;;13;L2;;0;;;;;;NGC2001/2;;;;28;33,6;1;20;;;;
NGC1553;NGC NGC1553 Module 45 x 45 2 prises;NGC-;NGC-NGC1553;NUFARTSTKSTD;MATERIEL;RESEAU;NGC;ACCESSOIRES;;1;K2;;0;;;;;;NGC1553;;;;;;1;20;;;;
NA-U70;NETASQ NA-U70;NET-;NET-NA-U70;NUFARTSTKSERIE;MATERIEL;RESEAU;NETASQ;FIREWALL;;1;C2;;0;;;;;;U70XXA4M1156110;;;;;;1;20;;;;
MQPC8888M/5;Plastron DVI / 5m;GEN-;GEN-MQPC8888M/5;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;5;K5;;0;;;;MQPC8888M/5;;MQPC8888M/5;;;;20;24;1;20;;;;
MQPC7007F;Plastron USB Femelle 0,15m;GEN-;GEN-MQPC7007F;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;35;K3;;0;;;D3C;MQPC7007F;;MQPC7007F;;;;11,74;14,088;1;20;Accessoires;;;
KX-TDA0288CE;Panasonic KX-TDA0288 BRI module de réseaux voies - modules de réseaux voies;PAN-;PAN-KX-TDA0288CE;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;;1;K1;;0;;;;;;5025232197293;;;;620,217;744,26;1;20;;;;
KX-NCP1290CE;Panasonic KX-NCP1290 Noir, Vert serveur de communication IP - serveurs de communication IP (Noir, Vert);PAN-;PAN-KX-NCP1290CE;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;;1;K1;;0;;;;;;KX-NCP1290CE;;;;276,075;331,29;1;20;;;;
KX-NCP1171NE;Panasonic Cartes 8 Postes numériques . NCP500/1000 = Max2;PAN-;PAN-KX-NCP1171NE;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;;1;K1;;0;;;;;;5025232463701;;;;234,925;281,91;1;20;;;;
KX-NCP1170NE;CARTE PANASONIC KX-NCP1170NE DHLC4;PAN-;PAN-KX-NCP1170NE;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;;1;K1;;0;;;;;;5025232463695;;;;160,625;192,75;1;20;;;;
KX-NCP1104X;CARTE DSP 4 VOIES TELEPHONIE VOIP;PAN-;PAN-KX-NCP1104X;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;;1;K1;;0;;;;;;5025232487240;;;;300;360;1;20;;;;
JD377A/2;HP 5500-24G EI Switch - Commutateur - C4 - Géré - 24 x 10/100/1000;HEW-;HEW-JD377A/2;NUFARTSTKSERIE;MATERIEL;RESEAU;HEWLETT PACKARD;SWITCH;;2;C1;;0;;;TECH DATA;1991907;;JD377A/2;;;;3579;4294,8;1;20;;;;
JARFOSM;Jarretière FO simplex;CAB-;CAB-JARFOSM;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;25;K2;;0;;;;;;;;;;;;1;20;;;;
JARFOMM;Jarretière FO multimode;CAB-;CAB-JARFOMM;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;K2;;0;;;;JARFOMM;;JARFOMM;;;;25;30;1;20;;;;
DEM-311GT/2;D-Link DEM 311GT;DLI-;DLI-DEM-311GT/2;NUFARTSTKSTD;MATERIEL;RESEAU;DLINK;ACCESSOIRES;;4;C2;;0;;;;;;DEM-311GT/2;;;;155;186;1;20;;;;
AP170;Borne Aerohive AP170;AER-;AER-AP170;NUFARTSTKSERIE;MATERIEL;RESEAU;AEROHIVE;WIFI;;4;D2;;0;;;;;;E01C4171D700;;;;;;1;20;;;;
AG711T;Switch Ethernet Netgear AG711T;NET-;NET-AG711T;NUFARTSTKSERIE;MATERIEL;RESEAU;NETGEAR;SWITCH;;1;L2;;0;;;;;;AG711T;;;;;;1;20;;;;
858170;Antenne RLAN;GEN-;GEN-858170;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;A2;;0;;;;858170;;858170;;;;1500;1800;1;20;;;;
7Y48A02DEA;Serveur  Lenovo ThinkSystem ST50 7Y48 Tour  4U 1 voie Xeon E-2126G / 3.3 GHz RAM 16 Go HDD 2 x 2 To UHD Graphics P630;LEN-;LEN-7Y48A02DEA;NUFARTSTKSERIE;MATERIEL;SERVEUR;LENOVO;;;1;;696,94;696,94;;;;;;;;;;1417;1700,4;1;20;;;;
873230-425;SERVEUR HPE ProLiant ML30 Gen9 E3-1220v6 8 Go-U de RAM B140 disque dur 1 To;HEW-;HEW-873230-425;NUFARTSTKSERIE;MATERIEL;SERVEUR;HEWLETT PACKARD;;;1;;597,92;597,92;;;;;;4549821088454;;;;935;1122;1;20;;;;
SM-G973FZWDXEF;Samsung Galaxy S10 - blanc prisme - 4G - 128 Go - TD-SCDMA / UMTS / GSM - smartphone;SAM-;SAM-SM-G973FZWDXEF;NUFARTSTKSERIE;MATERIEL;SMARTPHONE;SAMSUNG;;;1;BOUTIQUE LDLC;765,71;765,71;;;;;;;;;;832,5;999;1;20;;;;
REDMINOTE964W;"XIAOMI REDMI NOTE 9 BLANC (3 GO / 64 GO) Smartphone 4G-LTE Advanced Dual SIM - Helio G85 Octo-Core 2.0 GHz - RAM 3 Go - Ecran tactile 6.53"" 1080 x 2340 - 64 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";XIA-;XIA-REDMINOTE964W;NUFARTSTKSERIE;MATERIEL;SMARTPHONE;XIAOMI;;;1;;164,48;164,48;;;;;;;;;;166,63;199,956;1;20;;;;
61U8D00000AD;Barre de son Aver VB342 avec caméra 4K;AVE-;AVE-61U8D00000AD;NUFARTSTKSTD;MATERIEL;SON;AVER;ENCEINTES;;1;SHOWROOM;727;727;;;;;;;;;;990;1188;1;20;;;;
981-000475;Logitech USB Headset H340 - micro-casque;LOG-;LOG-981-000475;NUFARTSTKSTD;MATERIEL;SON;LOGITECH;CASQUES;;10;;21,26;212,6;;;;;;;;;;43,94;52,728;1;20;;;;
7510-209;JABRA SPEAK 510 UC;JAB-;JAB-7510-209;NUFARTSTKSTD;MATERIEL;SON;JABRA;CASQUES;;5;;40,876;204,38;;;;;;;;;;99,96;119,952;1;20;;;;
B000MGTVQ6;GN Netcom GN 2000 Mono Omni Micro-casque filaire;JAB-;JAB-B000MGTVQ6;NUFARTSTKSTD;MATERIEL;SON;JABRA;CASQUES;;1;L1;76,12;76,12;;;;;;5706991003086;;;;91,34;109,608;1;20;;;;
981-000100;OEM/PC Stereo Headset 960 USB Casque ( semi-ouvert );LOG-;LOG-981-000100;NUFARTSTKSTD;MATERIEL;SON;LOGITECH;CASQUES;;1;B3;16,26;16,26;;;TECH DATA;1497866;;5099206008441;;;;20,86;25,032;1;20;Audio/Vidéo;Audio Grand Public;;
SPS-A030A;Enceinte universelle pour TNI;ABT-;ABT-SPS-A030A;NUFARTSTKSTD;MATERIEL;SON;ABTUS;ENCEINTES;;6;B0;;0;;;;;;SPS-A030A;;;;;;1;20;;;;
MP-5000;Amplificateur Mc Crypt MP 5000;MCC-;MCC-MP-5000;NUFARTSTKSTD;MATERIEL;SON;MC CRYPT;;;1;L4;;0;;;CONRAD;312523-62;;;;;;115,83;138,996;1;20;Accessoires;;;
MP-2000;Amplificateur Mc Crypt MP 2000;MCC-;MCC-MP-2000;NUFARTSTKSTD;MATERIEL;SON;MC CRYPT;;;1;L4;;0;;;CONRAD;312523-62;;;;;;80;96;1;20;Accessoires;;;
GN2100;Jabra GN 2100 Micro-Boom 3-in-1 - Casque;JAB-;JAB-GN2100;NUFARTSTKSTD;MATERIEL;SON;JABRA;CASQUES;;1;B3;;0;;;;;;5706991000603;;;;;;1;20;;;;
20M3000DFR;"Lenovo Miix 520-12IKB 20M3 Tablette avec clavier détachable Core i5 8250U / 1.6 GHz Win 10 Pro 64 bits 8 Go RAM 256 Go SSD NVMe 12.2"" IPS écran tactile 1920 x 1200 UHD Graphics 620 Wi-Fi, Bluetooth gris de fer Poids Brut: 1,89 Kg";LEN-;LEN-20M3000DFR;NUFARTSTKSERIE;MATERIEL;TABLETTE;LENOVO;TABLETTE;;10;;874,18;8741,8;;;;;;;;;;1199;1438,8;1;20;;;;
SQOOL-TAB- SPARE?2/16;Tablette de remplacement utilisable en cas de casse, vol ou dysfonctionnement d'une tablette du parc - Modèle Android 2 GO / 16 GO;GEN-;GEN-SQOOL-TAB- SPARE?2/16;NUFARTSTKSERIE;MATERIEL;TABLETTE;GENERIQUE;TABLETTE;;22;SPARE CD41;284,2;6252,4;;;;;;;;;;356,25;427,5;1;20;;;;
LQ6-00003;"Microsoft Surface Pro 6 Tablette Core i5 8350U / 1.7 GHz Win 10 Pro 8 Go RAM 256 Go SSD NVMe 12.3"" écran tactile 2736 x 1824 UHD Graphics 620 Wi-Fi, Bluetooth platine";MIC-;MIC-LQ6-00003;NUFARTSTKSERIE;MATERIEL;TABLETTE;MICROSOFT;TABLETTE;;1;;876,07;876,07;;;;;;;;;;1138,44;1366,128;1;20;;;;
FMN-00004;Clavier Rétro éclairé. Compatible Surface Pro 3, Surface Pro 4, Surface Pro 2017. M1725 année 2017;MIC-;MIC-FMN-00004;NUFARTSTKSERIE;MATERIEL;TABLETTE;MICROSOFT;;;1;;93,49;93,49;;;;;;;;;;115,79;138,948;1;20;;;;
SL400H;GIGASET SL400H - Argent (Bluetooth);SIE-;SIE-SL400H;NUFARTSTKSERIE;MATERIEL;TELEPHONE;SIEMENS;;;2;D4;59,78;119,56;;;;;;;;;;99;118,8;1;20;;;;
L30250-F600-C150;OpenStage 20 - IP (HFA);SIE-;SIE-L30250-F600-C150;NUFARTSTKSERIE;MATERIEL;TELEPHONE;SIEMENS;;;1;K1;;0;;;;;;L30250-F600-C150;;;;180;216;1;20;;;;
KX-TC275CE;Panasonic KX-TCA275CE Téléphone numérique sans fil DECT\GAP anthracite, titane;PAN-;PAN-KX-TC275CE;NUFARTSTKSERIE;MATERIEL;TELEPHONE;PANASONIC;;;1;K1;;0;;;;;;5025232463572;;;;;;1;20;;;;
105330;"Sac à dos pour ordinateur portable (jusqu'à 15.6"") et tablette PORT DESIGNS PORTLAND BACKPACK";POR-;POR-105330;NUFARTSTKSTD;TEXTILE;TEXTILE;PORT;SACS;;47;;11,99;563,53;;;;;;;;;;24,96;29,952;1;20;;;;
IPADCASE360NOIRAIR2;Housse Intégrale Générique 360° iPad Air 2 Noire;GEN-;GEN-IPADCASE360NOIRAIR2;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;60;F2;6,15;369;;;ALIEXPRESS;IPADCASE360NOIRAIR;;IPADCASE360NOIRAIR2;;;;33,33;39,996;1;20;;;;
TKOOFN;Etui renforcé iPad air 2 spécial éducation;TKO-;TKO-TKOOFN;NUFARTSTKSTD;TEXTILE;TEXTILE;TKOOFN;POCHETTES;;15;E1;8,47;127,05;;;;;;TKOOFN;;;;19;22,8;1;20;;;;
IPADCASE360NOIRAIR;Housse Intégrale Générique 360° iPad Air Noire;GEN-;GEN-IPADCASE360NOIRAIR;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;24;E2;3,303;79,27;;;ALIEXPRESS;IPADCASE360NOIRAIR;;IPAD360NOIRAIR;;;;33,33;39,996;1;20;;;;
GX40P57134;"Lenovo Ultra Slim Housse d'ordinateur portable 12""";LEN-;LEN-GX40P57134;NUFARTSTKSTD;TEXTILE;TEXTILE;LENOVO;HOUSSES;;10;;7,9;79;;;;;;;;;;10;12;1;20;;;;
B00Z8TGZXO;Coque en Silicone pour Samsung Galaxy Tab A 9.7 - X-Style noir - Cover PhoneNatic Cubierta + films de protection;SAM-;SAM-B00Z8TGZXO;NUFARTSTKSTD;TEXTILE;TEXTILE;SAMSUNG;POCHETTES;;11;E1;6,557;72,13;;;;;;B00Z8TGZXO;;;;9,98;11,976;1;20;;;;
IPADCASEMINI360;Housse Intégrale Générique 360° iPad Mini Noire;GEN-;GEN-IPADCASEMINI360;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;13;E1;5;65;;;;;;IPADCASEMINI360;;;;29;34,8;1;20;;;;
FLIPCASEIPH8;Flip case for iphone 8, black;GEN-;GEN-FLIPCASEIPH8;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;6;E1;9,46;56,76;;;;;;FLIPCASEIPH8;;;;19;22,8;1;20;;;;
K0B38AA#ABB;"HP Essential Top Load 15.6"" Sacoche pour ordinateur portable";HEW-;HEW-K0B38AA#ABB;NUFARTSTKSTD;TEXTILE;TEXTILE;HEWLETT PACKARD;SACS;;1;;19,8;19,8;;;;;;;;;;21,68;26,016;1;20;;;;
PC-08361417;ProCase Étui de Protection pour Microsoft Surface Pro 7/Pro 6/ Pro 2017 /Pro 4/ Pro LTE, Coque Housse Mince avec Porte-Stylet Intégré pour Surface Pro 6/ Pro 2017 /Pro 4/ Pro LTE –Noir;PRO-;PRO-PC-08361417;NUFARTSTKSTD;TEXTILE;TEXTILE;PROCASE;POCHETTES;;1;;15,99;15,99;;;;;;;;;;29;34,8;1;20;;;;
LAPS-113K;"Housse pour ordinateur portable (jusqu'à 13.3"")";CAS-;CAS-LAPS-113K;NUFARTSTKSTD;TEXTILE;TEXTILE;CASE LOGIC;HOUSSES;;1;;9;9;;;;;;;;;;16,62;19,944;1;20;;;;
AVB06UF-V2;URBAN FACTORY BAG Activ Bag 15.6;URB-;URB-AVB06UF-V2;NUFARTSTKSTD;TEXTILE;TEXTILE;URBAN FACTORY;SACS;;1;B3;7,99;7,99;;;;;;;;;;17;20,4;1;20;;;;
THZ192FR;Targus THZ192FR Versavu Etui rotatif pour iPad Air avec clavier Azerty noir;TAR-;TAR-THZ192FR;NUFARTSTKSTD;TEXTILE;TEXTILE;TARGUS;POCHETTES;;104;D0+E0+SR+AMAZON;;0;Mac & Co;;TECH DATA;2821729;;5051794011517;;;;40,833;49;1;20;Accessoires;;;
SD-IPAD3-BLK-GRY;Hard Candy Shock Drop Coque pour iPad 3 Noir;HAR-;HAR-SD-IPAD3-BLK-GRY;NUFARTSTKSTD;TEXTILE;TEXTILE;HARD CANDY;POCHETTES;;3;AMAZON;;0;;;;;;;;;;11,667;14;1;20;;;;
MF394ZM/A;iPad mini Smart Cover Red;APP-;APP-MF394ZM/A;NUFARTSTKSTD;TEXTILE;TEXTILE;APPLE;POCHETTES;;1;B4;;0;;;;;;885909840052;;;;;;1;20;;;;
MD456ZM/A;iPad Smart Case Rose;APP-;APP-MD456ZM/A;NUFARTSTKSTD;TEXTILE;TEXTILE;APPLE;POCHETTES;;1;B4;;0;;;;;;885909560882;;;;;;1;20;;;;
MD308ZM/A;iPad Smart Case Rose;APP-;APP-MD308ZM/A;NUFARTSTKSTD;TEXTILE;TEXTILE;APPLE;POCHETTES;;1;B4;;0;;;;;;885909533114;;;;;;1;20;;;;
MD304ZM/A;iPad mini Smart Cover - Polyuréthane - RED;APP-;APP-MD304ZM/A;NUFARTSTKSTD;TEXTILE;TEXTILE;APPLE;POCHETTES;;2;B4;;0;;;;;;885909532964;;;;;;1;20;;;;
HOUSSESOLIDBLACK;New product handheld protective sleeve PU leather case stand sleeve solid color;GEN-;GEN-HOUSSESOLIDBLACK;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;18;E2;;0;;;ALIEXPRESS;HOUSSESOLIDBLACK;;HOUSSESOLIDBL;;;;37,56;45,072;1;20;Accessoires;;;
EDUHOUSSE360;Housse 360° ipad 2,3,4 NOIRE OU BLEU;GEN-;GEN-EDUHOUSSE360;NUFARTSTKSTD;TEXTILE;TEXTILE;GENERIQUE;POCHETTES;;96;E4;;0;;;;;;EDUHOUSSE360;;;;49;58,8;1;20;;;;
101239;"Be.ez 101239 Housse LA robe Chic Marine pour MacBook Air 11"" Marine/Azur";BEE-;BEE-101239;NUFARTSTKSTD;TEXTILE;TEXTILE;BEEZ;HOUSSES;;13;AMAZON;;0;;;;;;3700313912447;;;;11,483;13,78;1;20;;;;
8VU77EA-D41;HP ProBook 450 G7 Core i5 10210U / 1.6 GHz - 8 Go RAM - 256 Go SSD NVMe 15»,6 IPS 1920 x 1080 (Full HD) - UHD Graphics 620  Wi-Fi, Bluetooth - clavier : Français Win 10 Pro 64 bits;HEW-;HEW-8VU77EA-D41;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;HEWLETT PACKARD;;;300;;577;173100;;;;;;;;;;719;862,8;1;20;;;;
CD45-71087225;CD45 - HP ProDesk 405 G4 SFF - AMD Ryzen5 - RAM 8 Go (8Gox1) - HDD 256 Go SSD - Windows 10 64 bit K12;HEW-;HEW-CD45-71087225;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;HEWLETT PACKARD;;;248;;338,38;83918,24;;;;;;;;;;355;426;1;20;;;;
CD45-71084205;CD45 - HP K12 255G7 - AMD Ryzen5 3500U - RAM 8 Go (4+4) - HDD 256 SSD - Windows 10 64 bit K12;HEW-;HEW-CD45-71084205;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;HEWLETT PACKARD;;;144;;386,87;55709,28;;;;;;;;;;419;502,8;1;20;;;;
G9F04AT#ABF;HP Flexible Thin Client t520 - tour - 1 x GX-212JC 1.2 GHz - RAM 4 Go;HEW-;HEW-G9F04AT#ABF;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;HEWLETT PACKARD;;;1;B2;291,92;291,92;HP - PSG THIN CLIENTS TOPVALUE;;TECH DATA;3203819;;888793090497;;;;426;511,2;1;20;Ordinateurs;TERMINALS;;
BOXNUC8I3BEK2;NUC Intel Core i3-8109U Intel HD Graphics 655 Wi-Fi AC / Bluetooth 5.0 + emplacement M.2;NUC-;NUC-BOXNUC8I3BEK2;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;NUC;;;1;C2;230,52;230,52;;;;;;;;;;270;324;1;20;;;;
XW887AT#ABF;HP Thin Client t5335z;HEW-;HEW-XW887AT#ABF;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;HEWLETT PACKARD;;;1;B2;;0;;;INGRAM MICRO;XW887AT#ABF;;886111677139;;;;300;360;1;20;;;;
BOXNUC8I5BEH2;"INTEL NUC NUC8I5BEH2 Intel Core i5-8259U Intel HD Graphics 655 Wi-Fi AC / Bluetooth 5.0 + emplacements M.2 et SATA 2.5"" (sans écran/mémoire/disque dur)";NUC-;NUC-BOXNUC8I5BEH2;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;NUC;;;-6;;295,464;0;;;;;;;;;;346,63;415,956;1;20;;;;
ACPSV75E3345;Acer Veriton M480G;ACE-;ACE-ACPSV75E3345;NUFARTSTKSERIE;MATERIEL;UC WINDOWS;;;;1;E2;;0;;;;;;ACPSV75E3345;;;;;;1;20;;;;
SC0001A;[102478] SC0001A - Eco-contribution;NAO-;NAO-SC0001A;NUFARTSTKSTD;TRANSPORT;;NAOTIC;;ACTUEL;1;STOCK CD41;;0;;;;;;;;;;;;1;20;;;;
;424 produits avec stock;;;;;;;;;;;;421338,19;;;;;;;;;;;;;;;;;
