CAENNEON;CAEN-NEON ENSEIGNES;enseignes-caenneon@wanadoo.fr;0231823216;2013-12-19 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;ZAC de la Vallée Barrey;ZAC de la Vallée Barrey;14120;MONDEVILLE;FRA;FRANCE;0.000000
CGPMEBN;CPME NORMANDIE;contactcaen@cpmenormandie.fr;0231862221;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Boulevard de l'Espérance;Boulevard de l'Espérance;14123;CORMELLES LE ROYAL;FRA;;0.000000
CRUMPLER;PRODIGIT;info@prodigit.fr;0546059261;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;14 rue arago;14 rue arago;17200;ROYAN;FRA;;0.000000
CTM;CTM;info@ctmsolutions.com;0140858282;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;56201111400021;FR15562011114;2017-10-11 00:00:00.000;125 avenue Louis Roche;125 avenue Louis Roche;92230;GENNEVILLIERS;FRA;;0.000000
DEXXONSAV;DEXXON - SAV;pieces.detachees@dexxon.com;0810402300;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR54405394636;NULL;79 avenue Louis Roche;79 avenue Louis Roche;92238;GENNEVILLIERS CEDEX;FRA;;0.000000
DIB;DIB FRANCE;pjoubert@dib-france.fr;0134579000;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR78422687319;NULL;77, rue de Chartres;77, rue de Chartres;78612;LE PERRAY EN YVELINE CEDEX;FRA;;0.000000
DICMA;DICMA;commande@dicma.fr;0478140900;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2022-12-23 00:00:00.000;10b rue de la voie lactée;10b rue de la voie lactée;69370;SAINT DIDIER AU MONT D'OR;FRA;;0.000000
EBENFEDERATION;FEDERATION PROFESSIONNELLE EBEN;contact@federation-eben.com;0142963899;2014-09-23 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;69  Rue Ampère;69  Rue Ampère;75017;PARIS;FRA;FRANCE;0.000000
EDUCATIC;EDITIONS EDUCATIC;educatic@wanadoo.fr;0557266868;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;"Espace ""Le Trèfle""";"Espace ""Le Trèfle""";33610;CANEJAN;FRA;;0.000000
ELOCKSTORE;ELOCKSTORE;Ludovicleveque@ElockStore.com;0699584125;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Ferme de Montmort;Ferme de Montmort;78690;LES ESSARTS LE ROI;FRA;;0.000000
EXCLUSIVECASE;EXCLUSIVE CASE SAS;olivia@exclusive-case.com;0235707871;2016-08-09 00:00:00.000;2023-02-15 11:27:03.000;NULL;NULL;2023-02-03 00:00:00.000;3 rue Pierre Gilles de Gennes;3 rue Pierre Gilles de Gennes;76130;MONT SAINT AIGNAN;FRA;FRANCE;0.000000
FIDUCIAL;FIDUCIAL BUREAUTIQUE;"delphine.devallee@fiducial.net;christophe.cozic@fiducial.net";0235217020;2014-06-06 00:00:00.000;2022-03-30 15:48:37.000;NULL;NULL;2023-06-06 00:00:00.000;Immeuble Les abeilles;Immeuble Les abeilles;76600;LE HAVRE;FRA;FRANCE;0.000000
GERERCONSEIL;GERER S2E;cgp@gerer-s2e.fr;0155279899;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;42 Rue d'Anjou;42 Rue d'Anjou;75008;PARIS;FRA;;0.000000
ABYSSECOLOR;ABYSSE COLOR;abyssecolor@orange.fr;0235597144;2014-06-16 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;256, Rue du Bourg;256, Rue du Bourg;76160;PREAUX;FRA;FRANCE;0.000000
AJPHONE;SARL AJ PHONE;stephanie.fluteaux@ajphone.com;0232767676;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-07-17 00:00:00.000;9 rue Pierre Gassendi;9 rue Pierre Gassendi;76150;LA VAUPALIERE;FRA;;0.000000
AWG;AWG;contact@waregame.com;0160022000;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;17. Rue Louis Armand;17. Rue Louis Armand;77330;OZOIR LA FERRIERE;FRA;;0.000000
VAISONETSOLUTIONW;VAISONET Solution WEB;Commercial@vaisonet.com;04.90.36.09.45;2015-10-22 00:00:00.000;2020-10-04 13:32:03.000;33766103700024;FR95337661037;NULL;Zone d'activité de l'Ouvèze;Zone d'activité de l'Ouvèze;84110;VAISON LA ROMAINE;FRA;FRANCE;0.000000
ETSJULIENANDRE;ETS JULIEN ANDRE;administratif@andrejulien.fr;0231928711;2019-08-23 00:00:00.000;2021-11-23 10:07:30.000;NULL;NULL;2022-10-24 00:00:00.000;9 rue de Tilly;9 rue de Tilly;14400;BAYEUX;FRA;FRANCE;0.000000
OWOOD1;OWOOD;contact@owood-constructions.fr;0687326318;2019-11-12 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;23 Route de Bourneville;23 Route de Bourneville;27290;APPEVILLE-ANNEBAULT;FRA;FRANCE;0.000000
LIMPIDIT;LIMPIDIT;contact@limpidit.com;;2021-07-09 16:35:53.000;2021-07-13 11:56:29.000;NULL;NULL;2022-11-16 00:00:00.000;52-54 Rue des entrepreneurs;52-54 Rue des entrepreneurs;75015;PARIS;FRA;FRANCE;0.000000
MACHINES3D;MACHINES-3D;info@machines-3d.com;0362024040;2021-12-24 09:50:15.000;2021-12-28 11:22:53.000;NULL;NULL;2022-08-05 00:00:00.000;La Citadelle des Savoir-Faire;La Citadelle des Savoir-Faire;59860;BRUAY-SUR-L'ESCAUT;FRA;FRANCE;0.000000
CAENREPROCOLOR1;SARL CAEN REPRO COLOR;contact@caenreprocolor.fr;0231955185;2022-02-02 18:15:49.000;2022-02-02 18:16:29.000;49385650400011;FR60493856504;2022-01-04 00:00:00.000;41 Avenue de la Côte de Nacre;41 Avenue de la Côte de Nacre;14000;CAEN;FRA;FRANCE;0.000000
LUBINAUTOMOBILES;SAS LUBIN AUTOMOBILES;Isabelle Lubin <lubin.compta@orange.fr>;0231475336;2022-03-24 18:06:58.000;2022-03-24 18:08:21.000;45346692200011;FR28453466922;2023-02-20 00:00:00.000;ZI DE LA SPHERE;ZI DE LA SPHERE;14200;HEROUVILLE SAINT CLAIR;FRA;FRANCE;0.000000
MICHALCIK1;MICHALCIK;michalcik@wanadoo.fr;0231362121;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;95036995900016;FR44950369959;NULL;ZI Le Fossette;ZI Le Fossette;14440;DOUVRES LA DELIVRANDE;FRA;;0.000000
MIROITERIEDUTHEIL;MIROITERIE DUTHEIL;miroiterie.dutheil@wanadoo.fr;0235080202;2017-05-22 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;11, Rue des Jardiniers;11, Rue des Jardiniers;"76000 ";ROUEN;FRA;FRANCE;0.000000
NEC;NEC DISPLAY SOLUTIONS;nds.fr@nec-displays.com;0155702870;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Immeuble le Vermeer;Immeuble le Vermeer;92404;COURBEVOIE CEDEX;FRA;;0.000000
OMD;OMD FRANCE;brayeb@omd.fr;0174315500;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-01-01 00:00:00.000;25 allée Maillasson;25 allée Maillasson;92772;BOULOGNE BILLANCOURT CEDEX;FRA;;0.000000
PAGESJAUNES;PAGES JAUNES;ag.rouen@pagesjaunes.fr;0232816400;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR19552028425;2018-12-20 00:00:00.000;7 avenue Cristallerie;7 avenue Cristallerie;92317;SEVRES CEDEX;FRA;;0.000000
PBS;Professional & Broadcast Services;info@pbs-video.com;0149770292;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-07-02 00:00:00.000;32 avenue de l'Epi d'or;32 avenue de l'Epi d'or;94800;VILLEJUIF;FRA;;0.000000
PC21F;PC21;sophie@pc21.fr;;2019-01-16 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-01-16 00:00:00.000;1 Allée Roland Garros;1 Allée Roland Garros;93360;NEUILLY-PLAISANCE;FRA;FRANCE;0.000000
PCPOS;DIGIPOS;pmbarbier@digipos-solutions.fr;0130174242;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;38766780100048;FR90387667801;2013-11-13 00:00:00.000;47 Avenue des Genottes;47 Avenue des Genottes;95800;CERGY SAINT CHRISTOPHE;FRA;;0.000000
RPM;RPM GROUPE;infos@rpm.fr;0155267200;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;45, Quai de la Seine;45, Quai de la Seine;75019;PARIS;FRA;;15244.900000
SONOVENTEPRO;SONOVENTE PRO;infos@sonovente.com;0180383838;2018-01-03 00:00:00.000;2022-02-18 11:03:32.000;NULL;NULL;2023-03-07 00:00:00.000;7 Avenue du 1er Mai;7 Avenue du 1er Mai;91120;PALAISEAU;FRA;FRANCE;15000.000000
CARREFOURPROPERTY;CARREFOUR PROPERTY GESTION;dominique-nigaud@carrefour.com;;2013-11-07 00:00:00.000;2022-07-22 14:49:38.000;49312339200026;FR05493123392;NULL;BP17;BP17;14127;MONDEVILLE CEDEX;FRA;FRANCE;0.000000
CEZYAM;CESYAM;commercial@cesyam.fr;0172747676;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2016-04-13 00:00:00.000;14 Rue des reculettes;14 Rue des reculettes;75013;PARIS;FRA;;0.000000
CIEL;CIEL;claire.sourisseau@ciel.com;0155263340;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2014-04-08 00:00:00.000;11, Rue de Cambrai;11, Rue de Cambrai;75917;PARIS CEDEX 19;FRA;FRANCE;0.000000
CINS1;CINS;contact@cins.fr;0261100520;2017-10-24 00:00:00.000;2022-03-25 15:07:41.000;NULL;NULL;NULL;Espace Fresnel Immeuble Res Publica;Espace Fresnel Immeuble Res Publica;14000;CAEN;FRA;FRANCE;0.000000
CLAVIERSOURIS;"Clavier & Souris ";yannick@outrouverquoiacaen.com;0214749858;2012-10-08 00:00:00.000;2021-06-25 15:17:55.000;41148889300032;FR71411488893;2022-12-19 00:00:00.000;Où Trouver Quoi à Caen;Où Trouver Quoi à Caen;14760;BRETTEVILLE SUR ODON;FRA;FRANCE;0.000000
ETAPHOTEL;ETAPHOTEL;h2596@accor.com;0892680713;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR27410222608;NULL;12 Rue Jacques Henri Lartigue;12 Rue Jacques Henri Lartigue;92130;ISSY LES MOULINEAUX;FRA;;0.000000
FIVE4U;FIVE 4 U;VeroniqueLurot@five4u.com;0144692774;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-09-26 00:00:00.000;Zonnebaan 2;Zonnebaan 2;3542;EC UTRECHT;NLD;PAYS-BAS;0.000000
GPINFORMATIQUE;GP ASSOCIES;janeche@gpassocies.fr;0139200020;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-08-31 00:00:00.000;Z.A.E de la Pépinière;Z.A.E de la Pépinière;78220;VIROFLAY;FRA;;0.000000
HYPHENDEVELOPMENT;HYPHEN-DEVELOPMENT;admin@hyphen-dev.com;0148595959;2016-05-17 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2016-05-18 00:00:00.000;32 Boulevard Paul Vaillant-Couturie;32 Boulevard Paul Vaillant-Couturie;93100;MONTREUIL;FRA;FRANCE;0.000000
IPVISTA;ARROW ECS;"Orders.ecs.fr@arrow.com  ; vmware.ecs.fr@arrow.com";0149975000(5943);2012-06-18 00:00:00.000;2023-01-13 16:32:11.000;38416992600027;FR22384169926;2023-06-26 00:00:00.000;38, 40 rue Victor Hugo;38, 40 rue Victor Hugo;92411;COURBEVOIE CEDEX;FRA;;0.000000
ITEC;ITECH;info@itechmaint.com;0231356911;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;4 Rue de Bruxelles;4 Rue de Bruxelles;14120;MONDEVILLE;FRA;;0.000000
JO;JOURNAUX OFFICIELS;info@journal-officiel.gouv.fr;0140587979;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;16000102000017;NULL;NULL;26, Rue Desaix;26, Rue Desaix;75727;PARIS CEDEX 15;FRA;;0.000000
KRAMERELECTRONICS;KRAMER ELECTRONICS FRANCE;info@kramerfrance.com;0169752980;2013-05-23 00:00:00.000;2020-10-04 13:32:03.000;44770811600028;FR86447708116;2022-08-26 00:00:00.000;ZI de la Bonde-Parc de la Roseraie;ZI de la Bonde-Parc de la Roseraie;91300;MASSY;FRA;FRANCE;0.000000
DULA;DULA-WERKE DUSTMANN & CO GmbH;info@dula.de;49(0)2317100-0;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Harkortstr.25-27;Harkortstr.25-27;D-44225;DORTMUND;DEU;ALLEMAGNE;0.000000
ICEBERG;ICEBERG TECHNOLOGY;valentina.buscemi@icebergtechnology.com;0422917200;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;"Vic. Verdi, 69/c ";"Vic. Verdi, 69/c ";31020;VILLORBA;ITA;ITALIE;0.000000
ADVANTICE;ADVANTICE;cbonnet@advantice.fr;0134200485;2016-07-25 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-06-19 00:00:00.000;"16 Rue André Ampère ";"16 Rue André Ampère ";95300;PONTOISE;FRA;FRANCE;0.000000
ALGAM;ALGAM MULTIMEDIA;plecomte@algam.net;0240183745;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;2 rue de Milan;2 rue de Milan;44484;THOUARE CEDEX;FRA;;0.000000
ANAXIS;ANAXIS;anaxis-rouen@anaxis.fr;0826969126;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;33252224200053;FR17332522242;NULL;Rue Berthelot;Rue Berthelot;76150;MAROMME;FRA;;0.000000
BATIMPULSE1;BATIMPULSE;yoann@batimpulse.com;;2016-04-29 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2016-05-20 00:00:00.000;12 Rue Arrault;12 Rue Arrault;89130;TOUCY;FRA;FRANCE;0.000000
BOSE;BOSE;sales_fr@bose.com;0130616363;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-08-15 00:00:00.000;12, rue de Témara;12, rue de Témara;78105;ST GERMAIN EN LAYE CEDEX;FRA;;0.000000
THULE;THULE ORGANIZATION SOLUTIONS SARL;guiome.xavier@thule.com;0148551716;2014-07-21 00:00:00.000;2021-08-10 09:41:44.000;NULL;NULL;2023-04-19 00:00:00.000;3 rue de Rome;3 rue de Rome;93110;ROSNY SOUS BOIS;NLD;THE NEDERLANDS;0.000000
MIROITERIESTAB;MIROITERIE STAB;secretariat.miroiterie@stabfrance.fr;0231786080;2019-03-25 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR67413275470;NULL;ZAC Lazzaro;ZAC Lazzaro;14460;COLOMBELLES;FRA;FRANCE;0.000000
YATOO;YATOO;Rachael.CROSS@yatoo.info;0499522890;2019-06-04 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2021-07-27 00:00:00.000;361 Avenue des romarins;361 Avenue des romarins;34130;SAINT AUNES;FRA;FRANCE;0.000000
MTSSERIGRAPHIE;Eurl MTS SERIGRAPHIE;mts.seri.tampo@wanadoo.fr;0344210381;2020-02-11 17:18:37.000;2020-10-04 13:32:03.000;NULL;NULL;2020-02-28 00:00:00.000;41 Boulevard Pierre de Coubertin;41 Boulevard Pierre de Coubertin;60180;NOGENT SUR OISE;FRA;FRANCE;0.000000
AZIBAO1;AZIBAO;contact@azibao.com;;2020-04-21 11:15:34.000;2020-10-04 13:32:03.000;NULL;NULL;2021-02-02 00:00:00.000;18 Rue du Général Beuret;18 Rue du Général Beuret;75015;PARIS;FRA;FRANCE;0.000000
AWORLDFORUS;A WORLD FOR US SAS;info@aworldforus.com;0186761098;2021-11-18 11:28:05.000;2021-11-18 11:28:05.000;51048950300027;FR26510489503;NULL;41 Rue Poliveau;41 Rue Poliveau;75005;PARIS;FRA;FRANCE;0.000000
OSI;OSI NX;info@osi-caen.fr;0231946311;2012-06-18 00:00:00.000;2023-04-07 19:57:48.000;NULL;NULL;2023-06-30 00:00:00.000;5 Avenue de Cambridge;5 Avenue de Cambridge;14200;HEROUVILLE SAINT CLAIR;FRA;;0.000000
LIUJIAYIN;Mme LIU Jiayin;liujianyinfr2018@163.com;+8615337115897;2018-09-29 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;21 RUE Filleul;21 RUE Filleul;76000;Rouen;FRA;FRANCE;0.000000
MANANDMACHINE;MAN AND MACHINE;adv@manandmachine.fr;0153728805;2016-12-02 00:00:00.000;2022-11-30 09:53:31.000;NULL;NULL;2023-04-24 00:00:00.000;"168bis-170 rue Raymond Losserand ";"168bis-170 rue Raymond Losserand ";75014;PARIS;FRA;FRANCE;0.000000
QUARK;QUARK MEDIA HOUSE SARL;custservice@fr.quark.ch;0080017878275;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;PUITS-GODET 10a;PUITS-GODET 10a;CH-2000;NEUCHATEL;CHE;SUISSE;0.000000
RELAISDEMASSY;RELAIS DE MASSY;relaisdemassy@wanadoo.fr;0169200423;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;96920071600013;FR00969200716;NULL;1, Rue Gabriel Péri;1, Rue Gabriel Péri;91300;MASSY;FRA;;0.000000
SYMELEC;SYMELEC;be@symelec.fr;0235955900;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;40333580500046;NULL;NULL;Zone d'Activité du Bois de l'Arc;Zone d'Activité du Bois de l'Arc;76760;YERVILLE;FRA;;0.000000
DBEG;DANIEL BISEGNA ELECTRICITE GENERALE;bisegna@wanadoo.fr;0231401823;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;44903191300014;FR06449031913;NULL;Rue de l'Industrie;Rue de l'Industrie;14700;FALAISE;FRA;;0.000000
DUQUESNELAURENT;"SARL DUQUESNE ";aduquesne@duquesnelaurent.fr;0235448140;2013-08-08 00:00:00.000;2023-03-07 18:12:45.000;53970599600020;NULL;2013-09-01 00:00:00.000;468 Rue irène Joliot Curie;468 Rue irène Joliot Curie;76620;LE HAVRE;FRA;FRANCE;0.000000
FEEDER;FEEDER;stanislas.boll@feeder.fr;0442158415;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2023-06-02 00:00:00.000;B.P. 78-1;B.P. 78-1;13742;VITROLLES EN PROVENCE;FRA;;0.000000
HYPELEC;HYPELEC;hypelec@wanadoo.fr;0130528874;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;6, Bis avenue Moc Souris;6, Bis avenue Moc Souris;78490;ST REMY DES CHEVREUSES;FRA;;0.000000
HYPPOMED;HYPPOMED;info@hyppomed.com;0478245621;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2016-10-12 00:00:00.000;24 rue Vaucanson;24 rue Vaucanson;69150;DECINES-CHARPIEU;FRA;;0.000000
IDICOD;IDICOD;marc.boulch@wanadoo.fr;0238952649;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;BP 14;BP 14;45270;LADON;FRA;;0.000000
INTEGO;INTEGO;<ctardy@intego.com>;0155072727;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-08-10 00:00:00.000;41 rue Condorcet;41 rue Condorcet;75009;PARIS;FRA;;0.000000
JPCOM1;JPCOM;jp-com@wanadoo.fr;0231271918;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;38108020900038;NULL;NULL;1 Rue Isidor Pierre;1 Rue Isidor Pierre;14000;CAEN;FRA;FRANCE;0.000000
ADESTI1;#MASANTE.PRO;annick.renoult@wanadoo.fr;0235079510;2018-08-23 00:00:00.000;2023-02-13 11:51:45.000;78111629800053;FR14781116298;NULL;13 rue Andreï Sakharov;13 rue Andreï Sakharov;76137;MONT SAINT AIGNAN;FRA;FRANCE;0.000000
APLUSSYSTEMEAUTOM;A Plus Système Automation;kbedard@aplus-sa.com;0169884300;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;34539855600125;FR67345398556;2017-05-30 00:00:00.000;7 Rue d'Alembert;7 Rue d'Alembert;91240;ST MICHEL SUR ORGE;FRA;;0.000000
ARTICQUE;ARTICQUE;info@articque.com;0247499049;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Moulins des Roches;Moulins des Roches;37320;FONDETTES;FRA;;0.000000
AVOLYS;AVOLYS (M2I);rouen@avolys.com;0235605757;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Immeuble AmpèreTechnoparc des Bocqu;Immeuble AmpèreTechnoparc des Bocqu;76230;BOIS GUILLAUME;FRA;;0.000000
BABIN;BABIN SARL;accueil@babin-roptin.fr;0231711800;2014-07-15 00:00:00.000;2020-10-04 13:32:03.000;NULL;fr18443465281;NULL;Génie Climatique;Génie Climatique;14280;SAINT CONTEST;FRA;FRANCE;0.000000
ILLICORESEAU;ILLICO RESEAU;anthony.saulnier@illico-reseau.com;0222542429;2022-05-12 16:03:18.000;2022-12-09 11:58:27.000;NULL;NULL;2022-11-29 00:00:00.000;15 Rue Papiau de la Verrie;15 Rue Papiau de la Verrie;"49000 ";ANGERS;FRA;FRANCE;0.000000
DWPRO;DWPRO;"cde@dwpro.fr;richard.n@dwpro.fr;";0442901604;2022-11-07 10:13:50.000;2023-01-19 17:02:53.000;NULL;FR02825346257;2022-11-18 00:00:00.000;110 Rue Emilien Gautier;110 Rue Emilien Gautier;13290;Aix-en-Provence;FRA;FRANCE;0.000000
BARROSROBSON;BARROS Robson;robsonbarrosbass@gmail.com;0626742850;2022-11-16 16:21:23.000;2022-11-16 16:24:08.000;NULL;NULL;NULL;verie de sers;verie de sers;31460;Auriac-sur-Vendinelle;FRA;FRANCE;0.000000
EMNORMANDIE1;EM NORMANDIE CFA;alternance@em-normandie.fr;0232925999;2023-06-13 16:50:19.000;2023-06-13 16:51:08.000;47980663000055;FR42479806630;NULL;20 Quai Frissard;20 Quai Frissard;76600;LE HAVRE;FRA;FRANCE;0.000000
NESSINK;NESSINK;m.benchimol@nessink.com;0147171825;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;8, Rue Latérale;8, Rue Latérale;92415;COURBEVOIS CEDEX;FRA;;0.000000
NEWONE;NEW ONE SAS;isabel.mougin@new-one.eu;0381537378;2018-09-17 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2020-07-17 00:00:00.000;10 Rue de la mission;10 Rue de la mission;25480;ECOLE VALENTIN;FRA;FRANCE;0.000000
PARISSUD;PARIS SUD;m.chanfi@psec.fr;0169812014;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;12, Rue René Cassin;12, Rue René Cassin;91370;MASSY;FRA;;0.000000
PSM;POINT SERVICE MOBILES;caen@allopsm.fr;0231849230;2014-07-10 00:00:00.000;2020-10-04 13:32:03.000;NULL;FR46513079830;2015-02-05 00:00:00.000;36 Avenue du 6 juin;36 Avenue du 6 juin;14000;CAEN;FRA;FRANCE;0.000000
RIELLO;RIELLO UPS;commande@riello-ups.fr;0160875454;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-09-25 00:00:00.000;ZAC du Bois Chaland - Bâtiment A;ZAC du Bois Chaland - Bâtiment A;91090;LISSES Cedex;FRA;;0.000000
SCUDELLER1;BRUNO SCUDELLER;bruno.scudeller@wanadoo.fr;0231539158;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Zone Artisanale;Zone Artisanale;14440;DOUVRES LA DELIVRANDE;FRA;;0.000000
SIENER;SIENER INFORMATIQUE;webmaster@sienerinformatique.com;0156202420;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2019-11-18 00:00:00.000;51-55 rue Hoche;51-55 rue Hoche;94200;IVRY SUR SEINE;FRA;;0.000000
SPGO;SPGO;Hightec@spgo.fr;0231142222;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;43401842000050;NULL;NULL;Avenue de la Vallée;Avenue de la Vallée;14800;SAINT ARNOULT;FRA;;0.000000
SPHINX;SPHINX Développement;contact@lesphinx-developpement.fr;0450698298;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;Parc Altaîs;Parc Altaîs;74650;CHAVANOD;FRA;;0.000000
STANDPARIS;STANDPARIS;info@standparis.fr;0149480085;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;50845204200023;FR01508452042;NULL;45 Rue des Chapelles;45 Rue des Chapelles;92310;SEVRES;FRA;;0.000000
STFORMATION;ST FORMATION-CALIBRATION;stfc@stfc.fr;0240078135;2017-01-20 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2020-01-23 00:00:00.000;Le Haut Luat;Le Haut Luat;44590;SION LES MINES;FRA;FRANCE;0.000000
TECHDATA;TD SYNNEX;"Faizate.ElBarwane@techdata.com ; amiltao.duarte@techdata.fr";0825805806;2012-06-18 00:00:00.000;2023-06-26 15:31:53.000;NULL;NULL;2023-06-30 00:00:00.000;5, Avenue de l'Europe;5, Avenue de l'Europe;771;MARNE-LA-VALLEE CEDEX 3;FRA;FRANCE;5000000.000000
CHEREAUISABELLE1;Mme CHEREAU Isabelle;isabelle.chereau@me.com;0299144130;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;51406971500019;NULL;2015-01-15 00:00:00.000;9 rue du docteur Roux;9 rue du docteur Roux;14000;CAEN;FRA;;0.000000
COMTRADE;Société COMTRADE;willy.moyat@comtrade.fr;0156470470;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2015-03-12 00:00:00.000;300, rue Salvador Allende;300, rue Salvador Allende;92700;COLOMBES;FRA;;0.000000
CORIOLIS;CORIOLIS TELECOM;distributeurs@coriolis.com;0141455435;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;60 Avenue du général de Gaulle;60 Avenue du général de Gaulle;92046;PARIS LA DEFENSE;FRA;;0.000000
D2BINFORMATIQUE;D2B Informatique;isabelle.guez@d2b.com;0148571040;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;2017-06-21 00:00:00.000;29. rue du Progrès;29. rue du Progrès;93100;MONTREUIL;FRA;;0.000000
DUBOISDOMINIQUE;Mr DUBOIS Dominique;dominiquedubois@me.com;0660633929;2019-01-18 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;3 chemin beau simon;3 chemin beau simon;14910;BENERVILLE SUR MER;FRA;FRANCE;0.000000
EDENRED;EDENRED;info.tk-fr@edenred.com;0821232425;2015-07-30 00:00:00.000;2020-10-04 13:32:03.000;NULL;NULL;NULL;166-180 Boulevard Gabriel Peri;166-180 Boulevard Gabriel Peri;92240;MALAKOFF;FRA;FRANCE;0.000000
EMAGINY;EMAGINY;e.maginy@free.fr;0662643008;2012-06-18 00:00:00.000;2020-10-04 13:32:03.000;43752890400026;NULL;NULL;18 Rue Michel Cabieu;18 Rue Michel Cabieu;14000;CAEN;FRA;;0.000000
