 ID;Domaine;Type de pi�ce;Type de stock;N¡ de pi�ce;Date;Code article;LibellŽ article;Code dŽp™t;QuantitŽ US;N¡ de sŽrie;PA;Code client;LibellŽ client
39753;Achats;Bon de rŽception;En stock;BR-200205;25/11/2020;APP-MQD22FD/A;Apple TV 4K 32GB;COM;1;SDY5DJJP9J1WF;147,64;;
39754;Achats;Bon de rŽception;En stock;BR-200205;25/11/2020;APP-MQD22FD/A;Apple TV 4K 32GB;COM;1;SDY5DJKC9J1WF;147,64;;
34451;Achats;Bon de rŽception;En stock;BR-190401;17/01/2020;APP-MQHV2F/A;HomePod - White;COM;1;SDLXW2WBPJ265;241,69;;
23117;Stocks;Transfert;En stock;VDCOM-180001;20/06/2018;APP-MQHW2F/A;HomePod - Space Grey;DCOM;1;SDLXWH4YXHQK8;255,93;;
25098;Stocks;Transfert;En stock;VDCOM-180010;03/10/2018;APP-MQHW2F/A;HomePod - Space Grey;DCOM;1;SDLXWFEEPHQK8;255,93;;
37781;Ventes;Facture client;En stock;FCOM-2001720;27/08/2020;APP-MQKN2ZD/A;Apple Watch Series 3 GPS + Cellular, 42mm Space Grey Aluminium Case with Black S;COM;1;SG99WV532J6HX;359,26;3617;BONNET LOUIS
25544;Achats;Bon de rŽception;En stock;BR-180306;26/10/2018;APP-MR3J2ZM/A;BeatsX Earphones - MatteÊSilver;COM;1;SFL6W58QDJC2H;95,21;;
30140;Stocks;Transfert;En stock;VDCOM-180014;09/05/2019;APP-MRT32FN/A;Imac 21 4K 3.0GHz quadricoeur i3 8GO SATA 1TB;DCOM;1;SC02Y51G2JWDW;1019,5;;
25871;Achats;Bon de rŽception;En stock;BR-180322;07/11/2018;APP-MRYJ2ZD/A;iPhone XR 256GB Black;COM;1;SF4GXK304KXKG;789,05;;
28583;Achats;Bon de rŽception;En stock;BR-190057;26/02/2019;APP-MRYN2ZD/A;iPhone XR 256GB Yellow;COM;1;SF71XM1YFKXKK;789,05;;
28522;Achats;Bon de rŽception;En stock;BR-190055;13/02/2019;APP-MRYP2ZD/A;iPhone XR 256GB Coral;COM;1;SF71XR03EKXKL;789,05;;
30658;Achats;Bon de rŽception;En stock;BR-190237;25/06/2019;APP-MT502ZD/A;iPhone XS Max 64GB Space Grey;COM;1;SF2LYD5F8KPH1;963,38;;
26526;Achats;Bon de rŽception;En stock;BR-180350;04/12/2018;APP-MT532ZD/A;iPhone XS Max 256GB Space Grey;COM;1;SFFWXFF94KPH4;1095,71;;
26793;Achats;Bon de rŽception;En stock;BR-180364;13/12/2018;APP-MT9K2ZD/A;iPhone XS 256GB Gold;COM;1;SC39XQZ1NKPG6;1019,05;;
26794;Achats;Bon de rŽception;En stock;BR-180364;13/12/2018;APP-MT9K2ZD/A;iPhone XS 256GB Gold;COM;1;SC39XN2JRKPG6;1019,05;;
26645;Achats;Bon de rŽception;En stock;BR-180355;08/12/2018;APP-MT9L2ZD/A;iPhone XS 512GB Space Grey;COM;1;SC39XM4CTKPG7;1195,38;;
30002;Achats;Bon de rŽception;En stock;BR-190204;30/04/2019;APP-MU6F2NF/A;AppleÊWatch 4 GPS, 44mm Gold Aluminium Case with Pink Sand Sport Band;COM;1;SFHLXL0Q0KDH1;344,26;;
31815;Stocks;EntrŽe en stock;En stock;IN-190007;30/09/2019;APP-MV902FN/A;MACBOOK PRO TB 15.4 i7 2.6GHZ/16GB/RP555X/256GB-SPACE GRAY;DCOM;1;SC02YM53ELVCF;1861,86;;
39095;Achats;Bon de rŽception;En stock;BR-200167;27/10/2020;APP-MVH52FN/A;MacBook Air 13 pouces: Processeur Intel Core i5 quadricÏur de 10e gŽnŽration ˆ 1;COM;1;SFVFD3AQ8M6KJ;1062,2;;
35463;Stocks;Transfert;En stock;VDCOM-180017;27/03/2020;APP-MVVJ2FN/A;MacBook Pro 16 pouces 2.6GHzÊi7 16GB/512GB/AMD5300M - Gris SidŽral;DCOM;1;SC02ZMCYZMD6M;1795,08;;
40518;Achats;Bon de rŽception;En stock;BR-200230;11/12/2020;APP-MW772NF/A;10.2-inch iPad Wi-Fi 128GB - Space Grey;COM;1;SDMPD37EQMF3Q;368,5;;
38678;Achats;Bon de rŽception;En stock;BR-200150;09/10/2020;APP-MWC32ZD/A;iPhone 11 Pro 64GB Silver;COM;1;SF17CP0DFN6Y3;816,2;;
33743;Achats;Bon de rŽception;En stock;BR-190377;20/12/2019;APP-MWC52ZD/A;iPhone 11 Pro 64GB Gold;COM;1;SDNPZQ84TN6Y4;889,56;;
33744;Achats;Bon de rŽception;En stock;BR-190377;20/12/2019;APP-MWC52ZD/A;iPhone 11 Pro 64GB Gold;COM;1;SDNPZQE14N6Y4;889,56;;
38781;Achats;Bon de rŽception;En stock;BR-200155;16/10/2020;APP-MWM42ZD/A;iPhone 11 128GB Yellow;COM;1;SDX3D52QSN73H;666,8;;
36900;Achats;Bon de rŽception;En stock;BR-200064;01/07/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SH19CRDYRLKKT;172,07;;
38793;Achats;Bon de rŽception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGXDD65M7LKKT;172,1;;
35794;Achats;Bon de rŽception;En stock;BR-200009;23/05/2020;APP-MWP42FN/A;"MacBook Pro 13"" Touch Bar: i5 2,0 GHz, 16Go, 512Go - Gris sidŽral";DCOM;1;SC02CKCD5ML7H;1508,04;;
36024;Stocks;Transfert;En stock;VDCOM-200001;03/06/2020;APP-MWTJ2FN/A;MacBook Air 13 pouces Core i3 bicÏur 10e gen. 1,1GHz, 8Go/256 Go - Gris sidŽral;DCOM;1;SFVFC90NFMNHP;813,96;;
36026;Stocks;Transfert;En stock;VDCOM-200001;03/06/2020;APP-MWTK2FN/A;MacBook Air 13 pouces: Processeur Intel Core i3 bicÏur de 10e gŽnŽration ˆ 1,1 G;DCOM;1;SFVFC52BQMNHQ;849,29;;
36022;Stocks;Transfert;En stock;VDCOM-200001;03/06/2020;APP-MWTL2FN/A;MacBook Air 13 pouces: Processeur Intel Core i3 bicÏur de 10e gŽnŽration ˆ 1,1 G;DCOM;1;SFVFC915ZMNHR;813,96;;
40501;Achats;Bon de rŽception;En stock;BR-200229;11/12/2020;APP-MXD12ZD/A;Iphone SE 128Gb White;COM;1;SF17D8RHXPLK3;418,8;;
35792;Achats;Bon de rŽception;En stock;BR-200008;23/05/2020;APP-MXK32FN/A;MacBook Pro 13 pouces avec Touch Bar i5 quadricoeur a 1,4 GHz, 8Go, SSD256Go - G;DCOM;1;SC02CJ00VP3XY;1061,79;;
39350;Achats;Bon de rŽception;En stock;BR-200184;05/11/2020;APP-MXK52FN/A;MacBook Pro 13 pouces avec Touch Bar i5 quadricoeur a 1,4 GHz, 8Go, SSD512Go - G;COM;1;SC02D30V2P3Y0;1239,3;;
37863;Achats;Bon de rŽception;En stock;BR-200119;04/09/2020;APP-MXWT2FN/A;iMac 27 ecran Retina 5K i5 hexacoeur 3,1 GHz, 8Go, SSD256Go, Pro 5300-4;DCOM;1;SC02CT8X9PN5T;1486,79;;
40448;Achats;Bon de rŽception;En stock;BR-200228;11/12/2020;APP-MYDA2FN/A;MacBook Pro 13 M1 CPU 8 coeurs et GPU 8 coeurs, 8Go, 256 Go SSD - Argent;COM;1;SFVFDP26BQ05G;1026,67;;
41033;Achats;Bon de rŽception;En stock;BR-200246;23/12/2020;APP-MYDC2FN/A;MacBook Pro 13 M1 CPU 8 coeurs et GPU 8 coeurs, 8Go, 512 Go SSD - Argent;COM;1;SFVFDP035Q05H;1189,7;;
41075;Achats;Bon de rŽception;En stock;BR-200250;23/12/2020;APP-MYLA2NF/A;10.2-inch iPad Wi-Fi 32GB - Silver;COM;1;SDMPDTAV3Q1GD;293;;
41243;Achats;Bon de rŽception;En stock;BR-200256;29/12/2020;APP-MYLD2NF/A;10.2-inch iPad Wi-Fi 128GB - Space Grey;COM;1;SH96DW1MFQ1GG;368,4;;
41244;Achats;Bon de rŽception;En stock;BR-200256;29/12/2020;APP-MYLD2NF/A;10.2-inch iPad Wi-Fi 128GB - Space Grey;COM;1;SH96DW3CCQ1GG;368,4;;
41263;Achats;Bon de rŽception;En stock;BR-200257;29/12/2020;APP-MYLF2NF/A;10.2-inch iPad Wi-Fi 128GB - Gold;COM;1;SDMPDT639Q1GJ;368,4;;
41264;Achats;Bon de rŽception;En stock;BR-200257;29/12/2020;APP-MYLF2NF/A;10.2-inch iPad Wi-Fi 128GB - Gold;COM;1;SDMPDT5K0Q1GJ;368,4;;
41265;Achats;Bon de rŽception;En stock;BR-200257;29/12/2020;APP-MYLF2NF/A;10.2-inch iPad Wi-Fi 128GB - Gold;COM;1;SDMPDT42WQ1GJ;368,4;;
41266;Achats;Bon de rŽception;En stock;BR-200257;29/12/2020;APP-MYLF2NF/A;10.2-inch iPad Wi-Fi 128GB - Gold;COM;1;SDMPDT5KBQ1GJ;368,4;;
176;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBK;Beats Pill Dude Noir;COM;1;BTPILLDUDEBK-004;25,06;;
178;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBK;Beats Pill Dude Noir;COM;1;BTPILLDUDEBK-006;25,06;;
35531;Stocks;EntrŽe en stock;En stock;IN-190013;31/03/2020;BEA-BTPILLDUDEBK;Beats Pill Dude Noir;COM;1;BEA-BTPILLDUDEBK***001;25;;
35532;Stocks;EntrŽe en stock;En stock;IN-190013;31/03/2020;BEA-BTPILLDUDEBK;Beats Pill Dude Noir;COM;1;BEA-BTPILLDUDEBK***002;25;;
179;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBL;Beats Pill Dude Bleu;COM;1;BTPILLDUDEBL-001;25,06;;
180;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBL;Beats Pill Dude Bleu;COM;1;BTPILLDUDEBL-002;25,06;;
181;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBL;Beats Pill Dude Bleu;COM;1;BTPILLDUDEBL-003;25,06;;
182;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDEBL;Beats Pill Dude Bleu;COM;1;BTPILLDUDEBL-004;25,06;;
186;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLDUDERD;Beats Pill Dude Rouge;COM;1;BTPILLDUDERD-003;25,06;;
25096;Stocks;Transfert;En stock;VDCOM-180009;03/10/2018;BEA-BTPILLDUDERD;Beats Pill Dude Rouge;DCOM;1;BTPILLDUDERD-002;25,06;;
29427;Stocks;EntrŽe en stock;En stock;IN-190002;31/03/2019;BEA-BTPILLDUDERD;Beats Pill Dude Rouge;COM;1;BEA-BTPILLDUDERD***001;25;;
215;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTPILLV2WH;Beats Pill Blanc;COM;1;BTPILLV2WH-001;117,03;;
219;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;BEA-BTURBEATSIPH6GD;Beats Urbeats - Or;COM;1;BTURBEATSIPH6GD-002;56,22;;
5359;Achats;Bon de rŽception;En stock;BR-160191;23/09/2016;BEA-MKLF2ZM/A;Beats Solo2 Wireless - Casque supra-auriculaire sans fil - Gris sidŽral;DCOM;1;SFL6S6RZKGH84;165,98;;
25092;Stocks;Transfert;En stock;VDCOM-180007;03/10/2018;BEA-MKLF2ZM/A;Beats Solo2 Wireless - Casque supra-auriculaire sans fil - Gris sidŽral;COM;1;SFL6S6R4RGH84;165,98;;
4836;Achats;Bon de rŽception;En stock;BR-160174;23/08/2016;BEA-MLLG2ZM/A;Beats Solo2 Wireless - Casque supra-auriculaire sans fil - Or rose;DCOM;1;SFL6S3GRFGWL7;169,3;;
1337;Achats;Bon de rŽception;En stock;BR-160018;01/02/2016;DAT-DTL-GD4130BKK1;Douchette GRYPHON D4130 BLK USB M-I/F 1 D kit;DCOM;1;G15M25941;108,66;;
1338;Achats;Bon de rŽception;En stock;BR-160018;01/02/2016;DAT-DTL-GD4130BKK1;Douchette GRYPHON D4130 BLK USB M-I/F 1 D kit;DCOM;1;G15M25963;108,66;;
1339;Achats;Bon de rŽception;En stock;BR-160018;01/02/2016;DAT-DTL-GD4130BKK1;Douchette GRYPHON D4130 BLK USB M-I/F 1 D kit;DCOM;1;G15M25938;108,66;;
681;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;HAR-HKAURAAPWH;Enceinte Harman Kardon Aura Blanche;COM;1;TL0043-0027401;202,01;;
597;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOBLUE;Enceinte JBL GO Bluetooth Bleu;COM;1;ND0036-EF0114114;17,58;;
598;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOBLUE;Enceinte JBL GO Bluetooth Bleu;COM;1;ND0036-EF0114110;17,58;;
35526;Stocks;EntrŽe en stock;En stock;IN-190013;31/03/2020;JBL-GOBLUE;Enceinte JBL GO Bluetooth Bleu;COM;1;JBL-GOBLUE***001;18;;
602;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOGRAY;Enceinte JBL GO Bluetooth Grise;COM;1;ND0035-GF0108266;17,58;;
520;Stocks;EntrŽe en stock;En stock;IN-150172;31/12/2015;JBL-GOORG;Enceinte JBL GO Bluetooth Orange;DCOM;1;ND0033-HF5023853;0;;
608;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOPINK;Enceinte JBL GO Bluetooth Rose;COM;1;ND0034-GF0028127;17,58;;
611;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOPINK;Enceinte JBL GO Bluetooth Rose;COM;1;ND0034-GF0028124;17,58;;
612;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOPINK;Enceinte JBL GO Bluetooth Rose;COM;1;ND0034-HF5018928;17,58;;
613;Stocks;EntrŽe en stock;En stock;IN-150173;31/12/2015;JBL-GOTEAL;Enceinte JBL GO Bluetooth Turquoise;COM;1;ND0038-IF5030774;17,58;;
33664;Achats;Bon de rŽception;En stock;BR-190371;18/12/2019;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6E5376;54,79;;
40593;Achats;Bon de rŽception;En stock;BR-200231;15/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWPK;49,96;;
40594;Achats;Bon de rŽception;En stock;BR-200231;15/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDX6C;49,96;;
40595;Achats;Bon de rŽception;En stock;BR-200231;15/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWFQ;49,96;;
40596;Achats;Bon de rŽception;En stock;BR-200231;15/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWEA;49,96;;
40829;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWGG;49,96;;
40830;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWL2;49,96;;
40831;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWGD;49,96;;
40832;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWK5;49,96;;
40833;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWJS;49,96;;
40834;Achats;Bon de rŽception;En stock;BR-200243;18/12/2020;LAC-STHG1000400;Disque Dur Mobile Drive STHG1000400 - 1 To - externe (portable) - USB 3.;COM;1;NL6EDWLR;49,96;;
435;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;SYN-2393980;Synology Disk Station DS112j;COM;1;2393980-001;105,64;;
436;Stocks;EntrŽe en stock;En stock;IN-150170;31/12/2015;SYN-2543973;Synology DS413J;COM;1;2543973-001;240,08;;
